1,642,000	1,621,000	294,800
1,655,000	1,690,000	310,000
1,676,000	1,735,000	295,800
1,917,000	1,808,000	330,700
1,908,000	1,815,000	360,300
1,721,000	1,777,000	355,900
1,453,000	1,683,000	330,800
1,311,000	1,590,000	305,100
1,230,000	1,515,000	281,700
1,102,824	1,414,226	261,680
964,420	1,398,822	246,236
1,273,042	1,523,676	254,350
